@relation _Users_gianluca_dataset

@attribute text string
@attribute @@class@@ {positive,negative,none}

@data
'Okay I\'ve beat now. Wow that was really something. Gameplay is kind of repetitive which is probly why it didn\'t get really high reception',negative
'New on Ebay:  and  Bundle Lot PlayStation PS3 War Games COD',none
'this game is crazy',positive
'Latest update is an absolute shambles.',negative
'member brianbruv is now streaming . Go check out the livestream now',none
' is the greatest video game ever created. Ever.',positive
'appears to be an epic fail bomb. Not good is an understatement. Quality video games are endangered already',negative
'Chillin playing CoD MW everyones welcome to come and join',none
'yo yo yo! I just started played and am loving it. And I had to make this fan art',positive
'I FUCKING hate',negative
'Great way to end a game man',positive
' sucks ass',negative
'Quick Scopes',none
'I liked and still play it today',positive
', you know about the new WL glitch? Got this times in games today &amp; geht loses despite I was in front.. FIX YOUR GAME!!!!',negative
' was fucking insane. I almost got a boner wtf',positive
'I just listened to the plasma pistol sound for the first time. It\'s unbelievable how they massacred my boy. Sad!',negative
't has become my go to game of late! Cannot wait for their next content drop. The game as it stands now is full of  goodness.',positive
'No man is a bad game',negative
'Stealth Is Now Live On Twitch Playing ',none
'Surprise Horde in a mine. Always fun . Totally got the fuckers though.',positive
'was an overhyped',negative
'soundtrack best ever',positive
'is a shit game',negative
'Thank you for chilling',positive
'deleted , worst one ever made, fuck it',negative
'Poll time What should i do in ',none
'Its just showing how realistic actual is... /s',positive
'Started a player career mode on as a DM, and this is what our line up looks like for the first Bundesliga match day. This game is fucking retarded.',negative
'[CURRENTLY FEATURED] Opti316 playing . Come and check them out at',none
'The more I play it the more  has gone from being a guilty pleasure to an underrated classic for me. What a fun surprise that game has been.',positive
'I have been playing for years and is by far the shittest out there, ultimate team is so unplayable when you’re going against online players because of the unfair matchmaking, players drop divisions and ranks in division rivals to play against you',negative
'Thank you ! bless up',positive
'Yet another update comes in, and yet another update that only makes changes in. We get it , you only care about the section of your playerbase that will waste their money on a P2W game. You lot are worse than . Fucking disgraceful. Cunts.',negative
'\\ First Uploads',none
'all day. Would rather die than go through another game like .',positive
'The was a horrible event in which everyone forgot how to make vehicles with anti lock brakes and power steering',negative
'SeabassH509 played  (Xbox One) in the last hours',none
'I enjoy  it is a good game.',positive
'Hated. I hate the concept of you walking half of the game',negative
'I am so in love with the world you created .',positive
'has anyone ever pulled anything of value from the season progress packs? Full of a load of shit every time. Players grafting to finish these progress objectives and you give utter Jank as usual.',negative
'So there are two camo challenges for the Riot Shield that have to do with going on killstreaks, but nothing for getting “Crowd Control” points or “Damage Absorption”, the two purposes of the riot shield... Why?',none
' is my favorite game atm',positive
'Darth Vader,  was the last game I played that wasn’t smash.',negative
'I’m mins into  and it’s already a masterpiece',positive
'I completed last night. If it wasn\'t for the horde fights I\'d have stopped playing after a couple of hours. The game is just cut scene after cut scene after cut scene and I\'d say majority of them could be in game dialogue. It\'s a complete lack of immersion.',negative
'please give me the code ^_^',none
'i love bb so much like its not even funny this dumb apocalypse game is giving me intense baby fever',positive
sucks!!!,negative
'Troll me, and I’m trolling back. Dang — I must’ve been spot on. He said “Kyle I fucking told you bro!”',none
' , gotten for the original Xbox. Such a fuckin good game',positive
'After a bad eerience with the game and the easy platinum, I won\'t be replaying ever again in the future.',negative
'Still streaming  [09:02]',none
' is such a beautiful game',positive
'Don\'t blame you, was not good. I hate these types of \"it\'s not that\'s it\'s boring, YOU just don\'t get it!\" stories, and the gameplay doesn\'t make up for it. Seems like they just cast a bunch of A-list actors but didn\'t know what to do with them, so we got this.',negative
'Ok I changed my mind, Euphrates Bridge is the worst map in',none
'I love  on xbox so much',positive
'is the weirdest game I\'ve ever played and I\'m minutes in',negative
' absolutely my GOTY',positive
'So hype about to buy lol that shit better be fire',negative
'Stealth Is Now Live On Playing ',none
'Thank you for ! Amazing and mind blowing story',positive
'Meh Content, Lala so overpriced, where are the upgrades?',negative
'Eternal Events $200 SnD - January nd, :30 PM EST -  - v2 - SnD - Best of - $6 Entry Fee($3 per player) - $200 MAX Prize - PS4/Xbox - Single Elimination Seeding is in sign up order!',none
'I finally got  and its fucking sexy',positive
'Lee Din talks too much shit on the commentary',negative
' is the best game ever!',positive
'is so difficult to recommend to people',negative
'Check out my Highlight of my terrible  plays stream on',none
'So I’ve been playing for all of minutes and the graphics are absolutely stunning. It’s like is literally right in front of me',positive
'Well finishing was utterly excruciating. A lot of good ideas but a horribly boring game in execution.',negative
'LoneGhost32 is now being featured by Channel True on Mixer while streaming . Watch now:',none
'Thank You',positive
'Played more than games, and frankly speaking: the game is so bad that you cannot even play it on a competitive level. Maybe you need to start to focus on improving the game mechanics instead of milking people in .',negative
' Update Adding Crossbow and Highly Requested Feature',none
'Also  by ea I love that game. Already platted it but still enjoy playing it as they continue to support it and bring out free dope content',positive
'as he said, TOTS is literally the end of basically because it’s boring, the transfer market is dead within a month therefore it’s end game. So while you’re still trying to argue he isn’t end game, multiple pros used him literally until Fifa last year',negative
'Can we get CTF next season please?',none
'I need to learn when to stop... In unrelated news, continues to be really good',positive
'Release a fan favourite Kenny Lala Player Moments SBC by all means, but the state of how much it is going to cost is utterly ridiculous. Have a day off',negative
'Holy. Shit. Just finished ... I did sob uncontrollably. I\'m definitely an emotional wreck. It was all worth it. /10',positive
'shitest ultimate team ever played ridiculously shit. Obviously the people creating the game have no idea what there doing anymore a year old could do better',negative
'x Call of Duty: Modern Warfare',none
'I completed it, loved every minute of it, now im back in and will be popping back to when I’m finished. Both great games, just need to squeeze in a bit of for the th time somewhere too!',positive
'* is really fucking boring * Detroit Become Human is fun and the characters are interesting',negative
'Okay, so,  is a good racing game.',positive
'I Thought I’d Hate',negative
'Epic Sniping Video In Progress Cant wait for the world to see these vids Getting better and better Stay tuned for the insanity.',none
': nothing like real football, arcade based high scoring game => entire user-base complaining : almost an exact simulation of real football, slow, methodical, possession based meta, consistent finishing =&gt; entire user-base complaining What do you guys want?',positive
'the last mission in the campaign is such fucking idiotic bullshit,',negative
'MONTAGE OUT NOW!!',none
' is dope',positive
'is so shit',negative
'We live again ! With 𖤐 𖤐 . . .',none
'. Family Game Time',positive
'So I started today.... I\'ve got some issues. Why is this a Monster promotional game?',negative
'.  Gun Sounds vs Medal of Honor Warfighter',none
'\% would take . Much rather succeed playing the way I want to than be punished for not practicing el tornado crosses /7.',positive
'absolute joke people quitting mins in at -0 up n I get awarded a loss',negative
'Hey guys, catch me on  today from . Will be aiming for a longer stream than usual. Apologies for my time away. Feel free to drop by and say hello. Link is…',none
'I have to say . So many improvements.',positive
'was a bad game to most people, myself included. That, along with his blatant ignorance and egotistical statements about his game getting a low score, made people dislike it. This has nothing to do with bias or anything unfair',negative
'MfnJuggernaut is now being featured by Channel True on Mixer while streaming . Watch now:',none
'Hey bro don’t get it twisted I still love ',positive
'so: i wasn’t very interested in the hype. I love norman reedus, but didn‘t know hideos work and also didn‘t really care. but i wanted to give it a try. i read it gets better after hours. like many games. so i pushed through. after hours it was still awful.',negative
'I like your style  was so underrated.',positive
'It\'s a shame that the best episode of so far in terms of story is fucking terrible gameplay wise. It\'s not fun in any way to play. Miserable.',negative
' - /7 SHOOTHOUSE Daytage!! via',none
' has the coolest graphic of  games ever',positive
'i hate fuck this game its so fuckint stupid',negative
'Could use another large-scale game renaissance on the big budget front for sure. was definitely in the right direction for that. Hopefully other large publishers will eeriment again.',positive
'I was honestly disappointed that was as exciting as it was. I wanted long stretches of nothing but walking with nothing happening so you could think about the information you received and the world around you.',negative
'HEWOLFx is now being featured by Channel True on Mixer while streaming . Watch now:',none
'is a beautiful game!',positive
'I played: Reach the other day and remembered why it took hours and hours of my life. and didn\'t manage to do the same.',negative
'is streaming .Come watch!!',none
'was a fantastic game.',positive
'If I not show those packs I lied wow.... Go out and check my profile bro it is not complicated, I won\'t keep wasting my time here \"\" \"pack\" \"mrd\" \"\" \"asco\" \"ea sports\" \"juego\" are some words you can search next to my',negative
'I finally finished and I\'m not quite sure what to say aside from that I loved it. It\'s a very special game.',positive
'Maybe they don’t want to follow the marketing strategy because that game failed hard',negative
'I swear I\'ve never hated playing a game as much as I did while grinding the Riot Shield for Gold I\'m so glad its over. Now onto the pistols and launchers and Damascus will be waiting for me',none
' is actually a bloody good riot now!',positive
'Playing god squad after god squad... Fuck this game',negative
'Let\'s Play  With David Carson Episode - Special Effects!!!',none
'Finished and I can say that it is an amazing game for both gameplay and story',positive
'I\'m playing Adama Headliner on chem at RB.....defensive stats don\'t matter in . His physicals are so good just bullies everyone.',negative
'Crossbow will be added into , tomorrow January ,',none
'i cant believe didn’t do better like? it’s such a good game wtf',positive
'is pretentious boring garbage',negative
'Just completed episode of what an amazing chapter',positive
'Has this been the worst',negative
' with the Co-Op mode is really fun and chaotic and you don’t have to sweat as much as other games to have fun.',positive
'Daily SBC, can’t wait for the usual rubbish. Will today be the day when my pack luck changes?',negative
'So I finally got and i\'m getting my ass handed to me on \"Ground War\"',none
' so cool I just get on to drive',positive
'-5 WL on the NTG... with how bad the totw is looking, not sure if its even worth continuing tbh, wasn\'t even worth past but the team is so enjoyable to use lol',negative
'just played  for the first time in prob about a year and wow that filled me with so much joy this rlly just. Satisfied me',positive
'I hope one day your server will go down for many weeks. We play and spend money for this sh*t. Wake up , because one day there will be a revolution.',negative
'Go watch my new sniper montage please',none
'is coming to PC and it’s awesome. My Game of the Year. No way I’d wait for the PC version though',positive
'Fuckin ',negative
'Crossbow added to MW along with five more class slots.',none
'Love so much!',positive
'is terrible game.',negative
' | Gameplay Walktrough | Parte | Xbox One vía',none
' is fun as hell lmao',positive
'gets me a bit excited I won’t lie Division one champions finally',positive
'If failed due to the game being bad',negative
'I love your stadium so much that I actually had to buy in Beautiful....',positive
'an action game? I\'d consider it the exact opposite. A Fed Ex walking simulator more like.',negative
'MarcusNZ is now being featured by Channel True on Mixer while streaming . Watch now:',none
